"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos0_cell199_z2","embryo1",112,79,"embryo1_Pos0_cell199_z2","embryo1","Pos0",2,1631.38745117188,1336.69402141399,1.16599450356344,-3.25278907320951,"embryo1_Pos0","embryo1_Pos0_2",3552,3.50215497920498,0.207509789815128,"Gut tube"
"embryo1_Pos0_cell20_z2","embryo1",496,175,"embryo1_Pos0_cell20_z2","embryo1","Pos0",2,1618.25005396793,1356.32192074424,0.742207496984491,-2.61963103029819,"embryo1_Pos0","embryo1_Pos0_2",7600,-4.13324412435371,-4.56843176320668,"Haematoendothelial progenitors"
"embryo1_Pos0_cell201_z2","embryo1",152,87,"embryo1_Pos0_cell201_z2","embryo1","Pos0",2,1631.36891641422,1335.85739696269,1.16539660815528,-3.27977695873535,"embryo1_Pos0","embryo1_Pos0_2",3920,3.18088569153811,0.492187841902601,"Gut tube"
"embryo1_Pos0_cell203_z2","embryo1",200,114,"embryo1_Pos0_cell203_z2","embryo1","Pos0",2,1631.75632751263,1339.51664748994,1.17789374036212,-3.16173661914655,"embryo1_Pos0","embryo1_Pos0_2",4848,3.7459191902657,0.29777964881998,"Gut tube"
"embryo1_Pos0_cell204_z2","embryo1",142,99,"embryo1_Pos0_cell204_z2","embryo1","Pos0",2,1632.00790824142,1334.06946518842,1.18600924774235,-3.33745217726026,"embryo1_Pos0","embryo1_Pos0_2",6528,3.65545288372545,0.223133966342662,"Gut tube"
"embryo1_Pos0_cell205_z2","embryo1",302,120,"embryo1_Pos0_cell205_z2","embryo1","Pos0",2,1632.06279523983,1349.20197526799,1.18777979607798,-2.84930669082259,"embryo1_Pos0","embryo1_Pos0_2",11008,-5.44387928119068,-4.60104454120909,"Endothelium"
"embryo1_Pos0_cell206_z2","embryo1",98,68,"embryo1_Pos0_cell206_z2","embryo1","Pos0",2,1632.05307617188,1355.01166992187,1.18746627775699,-2.66189718585846,"embryo1_Pos0","embryo1_Pos0_2",4960,-7.25444118653334,-0.962455426537855,"Erythroid"
"embryo1_Pos0_cell207_z2","embryo1",565,192,"embryo1_Pos0_cell207_z2","embryo1","Pos0",2,1632.15640380564,1358.37862314134,1.19079942723333,-2.55328579168208,"embryo1_Pos0","embryo1_Pos0_2",13232,-4.69224574954974,-4.82517110883271,"Endothelium"
"embryo1_Pos0_cell208_z2","embryo1",340,147,"embryo1_Pos0_cell208_z2","embryo1","Pos0",2,1632.1413748995,1332.64871113412,1.19031462380953,-3.38328295320529,"embryo1_Pos0","embryo1_Pos0_2",7152,3.66415183238013,-0.331095514128529,"Gut tube"
"embryo1_Pos0_cell209_z2","embryo1",366,159,"embryo1_Pos0_cell209_z2","embryo1","Pos0",2,1632.34933817597,1340.3860342953,1.1970231165987,-3.13369188348988,"embryo1_Pos0","embryo1_Pos0_2",6352,3.7656246991357,0.00501755757778691,"Gut tube"
"embryo1_Pos0_cell21_z2","embryo1",207,105,"embryo1_Pos0_cell21_z2","embryo1","Pos0",2,1618.13735030626,1358.85135045298,0.73857189499536,-2.53803652356481,"embryo1_Pos0","embryo1_Pos0_2",3408,-4.8943485828269,-5.11584674640401,"Endothelium"
"embryo1_Pos0_cell212_z2","embryo1",67,51,"embryo1_Pos0_cell212_z2","embryo1","Pos0",2,1632.41756467139,1351.51508168127,1.19922397128984,-2.7746903549103,"embryo1_Pos0","embryo1_Pos0_2",8304,-6.51024498576422,-0.929003167170957,"Erythroid"
"embryo1_Pos0_cell213_z2","embryo1",118,74,"embryo1_Pos0_cell213_z2","embryo1","Pos0",2,1632.26303312341,1334.96155034279,1.19423908264507,-3.30867523679657,"embryo1_Pos0","embryo1_Pos0_2",3920,3.7198181890847,0.0308145400414426,"Gut tube"
"embryo1_Pos0_cell215_z2","embryo1",200,96,"embryo1_Pos0_cell215_z2","embryo1","Pos0",2,1632.19888988477,1336.98496472781,1.19216994591503,-3.24340380502181,"embryo1_Pos0","embryo1_Pos0_2",3504,3.95809609874609,0.228781615243786,"Gut tube"
"embryo1_Pos0_cell216_z2","embryo1",452,172,"embryo1_Pos0_cell216_z2","embryo1","Pos0",2,1632.61392725041,1338.36545402954,1.20555824803247,-3.19887189206266,"embryo1_Pos0","embryo1_Pos0_2",10848,4.00229588490908,0.0689876540268388,"Gut tube"
"embryo1_Pos0_cell217_z2","embryo1",192,117,"embryo1_Pos0_cell217_z2","embryo1","Pos0",2,1632.55018504392,1355.95404602837,1.20350204782309,-2.6314979566168,"embryo1_Pos0","embryo1_Pos0_2",7456,-6.79825886216173,-1.46212976761248,"Erythroid"
"embryo1_Pos0_cell218_z2","embryo1",129,81,"embryo1_Pos0_cell218_z2","embryo1","Pos0",2,1632.37744969782,1335.92761921433,1.1979299398842,-3.27751172481159,"embryo1_Pos0","embryo1_Pos0_2",4240,3.51251811375253,0.429993999876533,"Gut tube"
"embryo1_Pos0_cell219_z2","embryo1",240,127,"embryo1_Pos0_cell219_z2","embryo1","Pos0",2,1632.57252694135,1344.8218644492,1.20422275419158,-2.99060058820284,"embryo1_Pos0","embryo1_Pos0_2",6368,-5.41680265823966,-4.67296745851704,"Endothelium"
"embryo1_Pos0_cell22_z2","embryo1",254,118,"embryo1_Pos0_cell22_z2","embryo1","Pos0",2,1618.30875676553,1346.33128199084,0.744101135616731,-2.9419096997628,"embryo1_Pos0","embryo1_Pos0_2",5104,-5.57079472189881,-5.06919641568489,"Endothelium"
"embryo1_Pos0_cell221_z2","embryo1",133,92,"embryo1_Pos0_cell221_z2","embryo1","Pos0",2,1632.61669658224,1348.01935249477,1.20564758131722,-2.88745581253929,"embryo1_Pos0","embryo1_Pos0_2",7408,-6.65030904607748,-1.09544992535484,"Erythroid"
"embryo1_Pos0_cell224_z2","embryo1",171,94,"embryo1_Pos0_cell224_z2","embryo1","Pos0",2,1632.83188061004,1339.43644552028,1.21258900156876,-3.16432377945832,"embryo1_Pos0","embryo1_Pos0_2",3008,3.44792771910769,0.778699581258037,"Gut tube"
"embryo1_Pos0_cell226_z2","embryo1",228,121,"embryo1_Pos0_cell226_z2","embryo1","Pos0",2,1633.21653442383,1333.35426635742,1.22499718911031,-3.36052310729243,"embryo1_Pos0","embryo1_Pos0_2",5120,3.6962057591794,0.764338490944024,"Gut tube"
"embryo1_Pos0_cell227_z2","embryo1",229,101,"embryo1_Pos0_cell227_z2","embryo1","Pos0",2,1633.42147712115,1347.09530957681,1.23160824386277,-2.91726364860254,"embryo1_Pos0","embryo1_Pos0_2",7216,-5.70639375409392,-5.03160538089148,"Endothelium"
"embryo1_Pos0_cell228_z2","embryo1",88,62,"embryo1_Pos0_cell228_z2","embryo1","Pos0",2,1632.96547790143,1334.30846630552,1.21689859161375,-3.3297424638053,"embryo1_Pos0","embryo1_Pos0_2",2544,0.745455220911448,2.17977959165646,"Gut tube"
"embryo1_Pos0_cell229_z2","embryo1",202,107,"embryo1_Pos0_cell229_z2","embryo1","Pos0",2,1633.31454467773,1335.18807983398,1.22815881020406,-3.30136783385493,"embryo1_Pos0","embryo1_Pos0_2",5120,3.78377862674989,0.313152131921805,"Gut tube"
"embryo1_Pos0_cell23_z2","embryo1",480,178,"embryo1_Pos0_cell23_z2","embryo1","Pos0",2,1618.46997257393,1357.75561897599,0.749301645565353,-2.57338270024172,"embryo1_Pos0","embryo1_Pos0_2",8352,-4.33506105521335,-4.72213924256133,"Haematoendothelial progenitors"
"embryo1_Pos0_cell230_z2","embryo1",551,180,"embryo1_Pos0_cell230_z2","embryo1","Pos0",2,1633.36273242188,1336.54400742187,1.22971325356344,-3.25762823424555,"embryo1_Pos0","embryo1_Pos0_2",10000,4.05383674479577,0.226460352215404,"Gut tube"
"embryo1_Pos0_cell231_z2","embryo1",186,113,"embryo1_Pos0_cell231_z2","embryo1","Pos0",2,1633.29531106989,1340.86348248725,1.22753837124126,-3.11829032891082,"embryo1_Pos0","embryo1_Pos0_2",3824,-4.98612343541898,-4.59020219685801,"Endothelium"
"embryo1_Pos0_cell232_z2","embryo1",231,109,"embryo1_Pos0_cell232_z2","embryo1","Pos0",2,1633.33195530909,1359.22863047779,1.22872044347346,-2.52586620018386,"embryo1_Pos0","embryo1_Pos0_2",6224,-5.40306586546618,-5.25825786386578,"Endothelium"
"embryo1_Pos0_cell233_z2","embryo1",315,132,"embryo1_Pos0_cell233_z2","embryo1","Pos0",2,1633.51480759702,1346.06812387652,1.23461890437465,-2.95039867119246,"embryo1_Pos0","embryo1_Pos0_2",5424,-5.53466746462998,-5.179957111508,"Endothelium"
"embryo1_Pos0_cell234_z2","embryo1",173,113,"embryo1_Pos0_cell234_z2","embryo1","Pos0",2,1633.7200219766,1354.4696812052,1.24123872307071,-2.67938069284813,"embryo1_Pos0","embryo1_Pos0_2",9904,-6.75565444887946,-1.41724150925065,"Erythroid"
"embryo1_Pos0_cell235_z2","embryo1",188,91,"embryo1_Pos0_cell235_z2","embryo1","Pos0",2,1633.51360637386,1344.83116187119,1.23458015524027,-2.99030067136445,"embryo1_Pos0","embryo1_Pos0_2",5248,-5.47377478532294,-5.16419280416366,"Endothelium"
"embryo1_Pos0_cell237_z2","embryo1",410,177,"embryo1_Pos0_cell237_z2","embryo1","Pos0",2,1634.10136589719,1337.81351764875,1.25354013986385,-3.21667629144305,"embryo1_Pos0","embryo1_Pos0_2",11504,-4.694976106258,-4.22788823160939,"Haematoendothelial progenitors"
"embryo1_Pos0_cell238_z2","embryo1",574,178,"embryo1_Pos0_cell238_z2","embryo1","Pos0",2,1634.04950614949,1339.7575295041,1.25186724477697,-3.15396623159303,"embryo1_Pos0","embryo1_Pos0_2",12064,-5.38627998691796,-5.10003273749225,"Endothelium"
"embryo1_Pos0_cell239_z2","embryo1",308,152,"embryo1_Pos0_cell239_z2","embryo1","Pos0",2,1633.87076054179,1348.48758859044,1.24610125743151,-2.8723514223563,"embryo1_Pos0","embryo1_Pos0_2",9824,-5.28647089880759,-4.50200781676763,"Endothelium"
"embryo1_Pos0_cell24_z2","embryo1",81,67,"embryo1_Pos0_cell24_z2","embryo1","Pos0",2,1618.35444709146,1343.26365787968,0.745575017098467,-3.04086531625192,"embryo1_Pos0","embryo1_Pos0_2",5024,-6.61159013421608,-1.07990385270181,"Erythroid"
"embryo1_Pos0_cell240_z2","embryo1",356,146,"embryo1_Pos0_cell240_z2","embryo1","Pos0",2,1634.00705160384,1349.89970566027,1.25049774330426,-2.82679925881359,"embryo1_Pos0","embryo1_Pos0_2",7408,-5.33254970924919,-4.94634637345916,"Endothelium"
"embryo1_Pos0_cell241_z2","embryo1",129,73,"embryo1_Pos0_cell241_z2","embryo1","Pos0",2,1634.04383562613,1334.18300993546,1.25168432466851,-3.33378944348468,"embryo1_Pos0","embryo1_Pos0_2",4416,3.78734112821197,0.157149435198949,"Gut tube"
"embryo1_Pos0_cell242_z2","embryo1",97,64,"embryo1_Pos0_cell242_z2","embryo1","Pos0",2,1634.11885662468,1355.69066884566,1.25410435687976,-2.63999399476851,"embryo1_Pos0","embryo1_Pos0_2",6272,-6.85461101528362,-0.827712356954086,"Erythroid"
"embryo1_Pos0_cell243_z2","embryo1",87,67,"embryo1_Pos0_cell243_z2","embryo1","Pos0",2,1634.19807555184,1359.66350833953,1.2566598061428,-2.51183788206301,"embryo1_Pos0","embryo1_Pos0_2",4032,-6.60943311586184,-1.4113366935943,"Erythroid"
"embryo1_Pos0_cell244_z2","embryo1",410,169,"embryo1_Pos0_cell244_z2","embryo1","Pos0",2,1634.36885420023,1333.14853767316,1.26216879480055,-3.36715951646205,"embryo1_Pos0","embryo1_Pos0_2",7760,4.00651512263901,0.229117356890633,"Gut tube"
"embryo1_Pos0_cell245_z2","embryo1",201,101,"embryo1_Pos0_cell245_z2","embryo1","Pos0",2,1634.39145562369,1345.08124154373,1.26289787297685,-2.98223358515338,"embryo1_Pos0","embryo1_Pos0_2",5728,-5.59996203278814,-5.07493254677974,"Endothelium"
"embryo1_Pos0_cell246_z2","embryo1",871,218,"embryo1_Pos0_cell246_z2","embryo1","Pos0",2,1635.01955065666,1334.89134017151,1.28315900307276,-3.31094008103162,"embryo1_Pos0","embryo1_Pos0_2",16304,3.65138313496139,0.0179138030005801,"Gut tube"
"embryo1_Pos0_cell249_z2","embryo1",464,166,"embryo1_Pos0_cell249_z2","embryo1","Pos0",2,1634.71894174341,1352.14461971775,1.27346194135504,-2.75438267631398,"embryo1_Pos0","embryo1_Pos0_2",10288,3.955221106061,0.151388871499465,"Gut tube"
"embryo1_Pos0_cell25_z2","embryo1",79,61,"embryo1_Pos0_cell25_z2","embryo1","Pos0",2,1618.58484665891,1333.84616543384,0.75300726120971,-3.34465539514981,"embryo1_Pos0","embryo1_Pos0_2",6016,-6.64591247097646,-1.00988977281098,"Erythroid"
"embryo1_Pos0_cell250_z2","embryo1",193,112,"embryo1_Pos0_cell250_z2","embryo1","Pos0",2,1634.74171872635,1346.26760590856,1.2741966827402,-2.94396376693321,"embryo1_Pos0","embryo1_Pos0_2",6608,-5.31528892985214,-3.70801713369352,"Endothelium"
"embryo1_Pos0_cell251_z2","embryo1",163,87,"embryo1_Pos0_cell251_z2","embryo1","Pos0",2,1634.8190840155,1353.72625221769,1.27669233722877,-2.70336227309017,"embryo1_Pos0","embryo1_Pos0_2",4016,4.13857182019668,0.684017479172542,"Gut tube"
"embryo1_Pos0_cell252_z2","embryo1",676,208,"embryo1_Pos0_cell252_z2","embryo1","Pos0",2,1635.5089844938,1336.44209115059,1.29894719136757,-3.26091585590006,"embryo1_Pos0","embryo1_Pos0_2",13152,0.99114209282926,-4.10158205464248,"Lateral plate mesoderm"
"embryo1_Pos0_cell253_z2","embryo1",132,72,"embryo1_Pos0_cell253_z2","embryo1","Pos0",2,1634.95327563996,1347.24364299368,1.28102109930812,-2.91247869967108,"embryo1_Pos0","embryo1_Pos0_2",3760,-5.61360038314215,-5.06433658146763,"Endothelium"
"embryo1_Pos0_cell254_z2","embryo1",222,103,"embryo1_Pos0_cell254_z2","embryo1","Pos0",2,1635.13395724826,1350.67931315104,1.28684953828566,-2.80165063007889,"embryo1_Pos0","embryo1_Pos0_2",4320,4.17637899842673,0.663322299436324,"Gut tube"
"embryo1_Pos0_cell255_z2","embryo1",238,130,"embryo1_Pos0_cell255_z2","embryo1","Pos0",2,1635.19861095221,1354.86957068024,1.28893514163875,-2.66648103236271,"embryo1_Pos0","embryo1_Pos0_2",7648,3.97583595377515,0.720835109403856,"Gut tube"
"embryo1_Pos0_cell256_z2","embryo1",183,96,"embryo1_Pos0_cell256_z2","embryo1","Pos0",2,1634.94903205423,1349.90733592866,1.28088420944579,-2.82655312112338,"embryo1_Pos0","embryo1_Pos0_2",3536,3.93183326718042,0.425086556463777,"Gut tube"
"embryo1_Pos0_cell257_z2","embryo1",219,105,"embryo1_Pos0_cell257_z2","embryo1","Pos0",2,1635.16351986291,1337.67068377801,1.28780317101627,-3.22128383566065,"embryo1_Pos0","embryo1_Pos0_2",4240,0.89121783284605,-4.15658288666989,"Lateral plate mesoderm"
"embryo1_Pos0_cell258_z2","embryo1",470,157,"embryo1_Pos0_cell258_z2","embryo1","Pos0",2,1635.33816223698,1348.16581933771,1.2934367959863,-2.88273107567024,"embryo1_Pos0","embryo1_Pos0_2",8816,-5.40610862714428,-5.17872161619208,"Endothelium"
"embryo1_Pos0_cell259_z2","embryo1",403,160,"embryo1_Pos0_cell259_z2","embryo1","Pos0",2,1635.31991939221,1339.395576319,1.29284831712275,-3.16564214078981,"embryo1_Pos0","embryo1_Pos0_2",8496,1.11059208126077,-4.0944582097484,"Lateral plate mesoderm"
"embryo1_Pos0_cell26_z2","embryo1",88,57,"embryo1_Pos0_cell26_z2","embryo1","Pos0",2,1618.64527020407,1337.82503609035,0.754956407827649,-3.21630472881077,"embryo1_Pos0","embryo1_Pos0_2",4784,-6.832503211049,-0.787819626329549,"Erythroid"
"embryo1_Pos0_cell261_z2","embryo1",419,167,"embryo1_Pos0_cell261_z2","embryo1","Pos0",2,1635.61499176744,1356.3040861552,1.30236678083973,-2.62020633962232,"embryo1_Pos0","embryo1_Pos0_2",10192,-5.19105925291153,-4.8964962551635,"Endothelium"
"embryo1_Pos0_cell262_z2","embryo1",360,139,"embryo1_Pos0_cell262_z2","embryo1","Pos0",2,1635.89958295978,1349.33613201204,1.3115471418831,-2.84497905391768,"embryo1_Pos0","embryo1_Pos0_2",9760,4.02559011405027,0.165240371401021,"Gut tube"
"embryo1_Pos0_cell264_z2","embryo1",233,120,"embryo1_Pos0_cell264_z2","embryo1","Pos0",2,1635.42679268973,1332.98718120325,1.29629584284915,-3.37236456387876,"embryo1_Pos0","embryo1_Pos0_2",4144,-3.97460298946218,-3.90598988108014,"Haematoendothelial progenitors"
"embryo1_Pos0_cell265_z2","embryo1",189,102,"embryo1_Pos0_cell265_z2","embryo1","Pos0",2,1635.58006938488,1353.20413710565,1.30124025237013,-2.7202046960594,"embryo1_Pos0","embryo1_Pos0_2",6704,4.09182852740711,0.28011859930154,"Gut tube"
"embryo1_Pos0_cell267_z2","embryo1",259,112,"embryo1_Pos0_cell267_z2","embryo1","Pos0",2,1636.23790377796,1332.26458807801,1.32246071666307,-3.39567401953153,"embryo1_Pos0","embryo1_Pos0_2",8672,0.822759178180251,-4.26077494965998,"Lateral plate mesoderm"
"embryo1_Pos0_cell268_z2","embryo1",513,159,"embryo1_Pos0_cell268_z2","embryo1","Pos0",2,1636.52986896572,1338.52577809196,1.33187894852612,-3.19370014811371,"embryo1_Pos0","embryo1_Pos0_2",12864,0.800262569503465,-4.23540368307239,"Lateral plate mesoderm"
"embryo1_Pos0_cell269_z2","embryo1",129,81,"embryo1_Pos0_cell269_z2","embryo1","Pos0",2,1635.6916051794,1346.50729709201,1.30483818122547,-2.93623179327333,"embryo1_Pos0","embryo1_Pos0_2",3456,-5.28221025435444,-5.26690175610823,"Endothelium"
"embryo1_Pos0_cell27_z2","embryo1",297,130,"embryo1_Pos0_cell27_z2","embryo1","Pos0",2,1618.85574445253,1353.25014574174,0.761745899713624,-2.71872054650792,"embryo1_Pos0","embryo1_Pos0_2",8416,1.05150093064919,-4.77415196285738,"Lateral plate mesoderm"
"embryo1_Pos0_cell270_z2","embryo1",73,60,"embryo1_Pos0_cell270_z2","embryo1","Pos0",2,1635.85156530621,1351.17746778466,1.30999818531631,-2.78558112576854,"embryo1_Pos0","embryo1_Pos0_2",2784,3.28477391377169,0.370278806006402,"Gut tube"
"embryo1_Pos0_cell271_z2","embryo1",121,78,"embryo1_Pos0_cell271_z2","embryo1","Pos0",2,1635.92204141422,1352.11954619739,1.31227160815527,-2.75519149955168,"embryo1_Pos0","embryo1_Pos0_2",3920,3.65087741071638,0.443163333705719,"Gut tube"
"embryo1_Pos0_cell272_z2","embryo1",164,90,"embryo1_Pos0_cell272_z2","embryo1","Pos0",2,1636.22279188368,1337.44914822049,1.32197323620233,-3.22843014396777,"embryo1_Pos0","embryo1_Pos0_2",2880,0.799467518863055,-4.34421437336762,"Lateral plate mesoderm"
"embryo1_Pos0_cell273_z2","embryo1",635,191,"embryo1_Pos0_cell273_z2","embryo1","Pos0",2,1636.63185607281,1340.17230287532,1.33516885520648,-3.14058644542467,"embryo1_Pos0","embryo1_Pos0_2",12416,0.927851450855067,-4.21779503766595,"Lateral plate mesoderm"
"embryo1_Pos0_cell274_z2","embryo1",539,182,"embryo1_Pos0_cell274_z2","embryo1","Pos0",2,1636.82373007937,1333.75991865094,1.34135833928912,-3.34743754943695,"embryo1_Pos0","embryo1_Pos0_2",10032,-3.68233387474719,-4.28938673456355,"Haematoendothelial progenitors"
"embryo1_Pos0_cell275_z2","embryo1",489,157,"embryo1_Pos0_cell275_z2","embryo1","Pos0",2,1636.77408372124,1346.55023427292,1.33975684386541,-2.93484672292151,"embryo1_Pos0","embryo1_Pos0_2",13776,-5.23175271457366,-5.46298364616146,"Endothelium"
"embryo1_Pos0_cell276_z2","embryo1",208,109,"embryo1_Pos0_cell276_z2","embryo1","Pos0",2,1636.31596679688,1354.74964890253,1.32497887856344,-2.67034947680508,"embryo1_Pos0","embryo1_Pos0_2",6720,3.75513205900751,0.352439212270517,"Gut tube"
"embryo1_Pos0_cell277_z2","embryo1",177,96,"embryo1_Pos0_cell277_z2","embryo1","Pos0",2,1636.58897816051,1350.36194006189,1.33378569674525,-2.81188847166439,"embryo1_Pos0","embryo1_Pos0_2",4928,3.92547854368855,0.400454587579682,"Gut tube"
"embryo1_Pos0_cell278_z2","embryo1",507,162,"embryo1_Pos0_cell278_z2","embryo1","Pos0",2,1636.92072583992,1334.86065472613,1.34448723479054,-3.31192993410819,"embryo1_Pos0","embryo1_Pos0_2",8736,0.824983450034704,-4.07344614261449,"Lateral plate mesoderm"
"embryo1_Pos0_cell279_z2","embryo1",113,69,"embryo1_Pos0_cell279_z2","embryo1","Pos0",2,1636.50466288417,1353.52129672973,1.33106584912129,-2.7099737404439,"embryo1_Pos0","embryo1_Pos0_2",3872,3.6940393825108,0.237461263322679,"Gut tube"
"embryo1_Pos0_cell28_z2","embryo1",584,169,"embryo1_Pos0_cell28_z2","embryo1","Pos0",2,1619.57272403944,1354.83923682353,0.784874273484867,-2.66745954386958,"embryo1_Pos0","embryo1_Pos0_2",14256,1.04905630239337,-4.68034721160504,"Lateral plate mesoderm"
"embryo1_Pos0_cell280_z2","embryo1",843,238,"embryo1_Pos0_cell280_z2","embryo1","Pos0",2,1637.61992825889,1347.46131449453,1.36704215153163,-2.90545703835333,"embryo1_Pos0","embryo1_Pos0_2",18112,-4.20165553458945,-4.52183288676396,"Haematoendothelial progenitors"
"embryo1_Pos0_cell281_z2","embryo1",93,65,"embryo1_Pos0_cell281_z2","embryo1","Pos0",2,1636.67615763346,1351.70318603516,1.33659793780822,-2.76862247252681,"embryo1_Pos0","embryo1_Pos0_2",3072,3.3518957873369,0.549379615759461,"Gut tube"
"embryo1_Pos0_cell282_z2","embryo1",258,106,"embryo1_Pos0_cell282_z2","embryo1","Pos0",2,1637.07668857859,1335.95193344799,1.34951829087687,-3.27672739469332,"embryo1_Pos0","embryo1_Pos0_2",5360,0.994391385936634,-4.41341329638767,"Lateral plate mesoderm"
"embryo1_Pos0_cell283_z2","embryo1",68,49,"embryo1_Pos0_cell283_z2","embryo1","Pos0",2,1636.83367995274,1351.08064175829,1.34167930294615,-2.78870454597394,"embryo1_Pos0","embryo1_Pos0_2",2592,2.94051317622458,0.743738664060985,"Gut tube"
"embryo1_Pos0_cell284_z2","embryo1",189,101,"embryo1_Pos0_cell284_z2","embryo1","Pos0",2,1637.14870619108,1355.65157586636,1.35184143966679,-2.64125505861706,"embryo1_Pos0","embryo1_Pos0_2",5728,3.75794408369515,0.104912059738729,"Gut tube"
"embryo1_Pos0_cell286_z2","embryo1",147,88,"embryo1_Pos0_cell286_z2","embryo1","Pos0",2,1637.29815524962,1352.97453196456,1.35666237703905,-2.72761131351384,"embryo1_Pos0","embryo1_Pos0_2",5248,3.87120537215143,0.467815251906079,"Gut tube"
"embryo1_Pos0_cell287_z2","embryo1",161,93,"embryo1_Pos0_cell287_z2","embryo1","Pos0",2,1636.97439955446,1357.62099624975,1.34621864493724,-2.57772536883022,"embryo1_Pos0","embryo1_Pos0_2",5008,3.74259215551789,0.474391219966274,"Gut tube"
"embryo1_Pos0_cell288_z2","embryo1",368,140,"embryo1_Pos0_cell288_z2","embryo1","Pos0",2,1637.23971712791,1341.69342144465,1.35477727633886,-3.0915181044786,"embryo1_Pos0","embryo1_Pos0_2",7552,0.925985710208648,-4.156625155258,"Lateral plate mesoderm"
"embryo1_Pos0_cell289_z2","embryo1",229,115,"embryo1_Pos0_cell289_z2","embryo1","Pos0",2,1637.2737058965,1356.6480014216,1.35587368822866,-2.6091122987704,"embryo1_Pos0","embryo1_Pos0_2",7408,3.77290386707284,0.364390505390428,"Gut tube"
"embryo1_Pos0_cell29_z2","embryo1",56,44,"embryo1_Pos0_cell29_z2","embryo1","Pos0",2,1618.72059125653,1338.86388421402,0.757386119197442,-3.18279349901501,"embryo1_Pos0","embryo1_Pos0_2",5552,-6.584840751693,-0.851969512902567,"Erythroid"
"embryo1_Pos0_cell290_z2","embryo1",234,115,"embryo1_Pos0_cell290_z2","embryo1","Pos0",2,1637.13940429688,1336.99440364943,1.35154137856344,-3.24309932367925,"embryo1_Pos0","embryo1_Pos0_2",5792,0.862983402813569,-4.33498079793615,"Lateral plate mesoderm"
